Seq_1_Pos_115650,CP031684,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031684,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031684,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031684,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031689,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031689,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP031689,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP031689,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP031689,Haemophilus influenzae,171,5.64e-82
Seq_1_Pos_115650,CP031689,Haemophilus influenzae,171,5.64e-82
Seq_1_Pos_115650,CP031685,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031685,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031685,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031685,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031685,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP031685,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,LR134490,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LR134490,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LR134490,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,LR134490,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,LR134490,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,LR134490,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP031249,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031249,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031249,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031249,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031249,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031249,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031243,Haemophilus haemolyticus,192,1.19e-93
Seq_1_Pos_115650,CP031243,Haemophilus haemolyticus,171,5.64e-82
Seq_1_Pos_115650,CP031243,Haemophilus haemolyticus,171,5.64e-82
Seq_1_Pos_115650,CP031243,Haemophilus haemolyticus,171,5.64e-82
Seq_1_Pos_115650,CP031243,Haemophilus haemolyticus,171,5.64e-82
Seq_1_Pos_115650,CP031243,Haemophilus haemolyticus,171,5.64e-82
Seq_1_Pos_115650,CP031239,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031239,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031239,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031239,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031239,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031239,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031236,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031236,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031236,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031236,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031236,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031236,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031250,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031250,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031250,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031250,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031250,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031250,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031254,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031254,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031254,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031254,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031254,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031254,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031242,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031242,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031242,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031242,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031242,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP031242,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,MG580240,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LS483496,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483496,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483496,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483496,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483496,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483496,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483486,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483486,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483486,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,LS483486,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,LS483486,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,LS483486,Haemophilus influenzae,186,2.59e-90
Seq_1_Pos_115650,LS483411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483392,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483392,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483392,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483392,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483392,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,LS483392,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP029621,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP029621,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP029621,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP029621,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP029621,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP029621,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,LC378388,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020014,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020014,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020014,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020014,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020014,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP020014,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP020013,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020013,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020013,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020013,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020013,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP020013,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP020012,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020012,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020012,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020012,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020012,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020012,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP020011,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020011,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020011,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020011,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP020011,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP020011,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP020010,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020010,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020010,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020010,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020010,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP020010,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,CP020007,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020007,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020007,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020007,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020007,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020007,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP020006,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020006,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020006,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020006,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020006,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020006,Haemophilus influenzae,189,5.56e-92
Seq_1_Pos_115650,CP020411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020411,Haemophilus influenzae,192,1.19e-93
Seq_1_Pos_115650,CP020411,Haemophilus influenzae,188,2.00e-91
Seq_1_Pos_115650,LC358367,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC357737,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC355424,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC355420,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC355396,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC355041,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC355095,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,MF801093,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,MF225100,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC268541,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267481,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267175,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267174,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267172,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267170,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267168,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267167,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267166,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267165,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267162,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267161,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267159,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267158,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267157,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267154,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267153,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267152,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267151,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267150,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267148,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267147,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267145,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267144,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267142,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267141,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267140,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267139,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267137,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267136,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267135,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267134,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267133,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267132,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267131,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267130,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267128,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267127,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267126,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267124,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267122,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267121,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267118,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267117,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267114,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267113,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267112,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267110,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267109,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267107,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267106,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267105,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267104,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267101,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267098,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267097,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267095,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267094,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267092,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267090,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267089,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267088,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC267087,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265640,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265639,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265638,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265637,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265635,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265634,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265633,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265632,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265631,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265630,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265629,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265628,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265627,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265626,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265624,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265623,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265620,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265617,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265615,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265614,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265612,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265611,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265610,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265607,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265606,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265605,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265604,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265603,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265602,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265600,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265599,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265598,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265597,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265596,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265595,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265594,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265593,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265591,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265590,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265589,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265588,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265587,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265586,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265585,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265584,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265583,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265582,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265581,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265580,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265579,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265578,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265577,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265575,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265574,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265573,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265572,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265571,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265570,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265569,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265568,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265566,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265565,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265564,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265563,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265562,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265561,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265560,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265558,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265557,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265556,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265555,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265554,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265553,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265552,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265551,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265550,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265549,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265548,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265547,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265169,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265167,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265166,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265164,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265163,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265162,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265161,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265160,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265159,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265158,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265157,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265156,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265154,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265151,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265150,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265149,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265148,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265147,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265146,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265144,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265143,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265141,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265813,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265812,uncultured bacterium,192,1.19e-93
Seq_1_Pos_115650,LC265809,uncultured bacterium,192,1.19e-93
